2023-01-31 20:35:49,057: INFO _welcome-362 Bot: Intellectual film bot [@Intellectual_film_bot]
2023-01-31 20:35:49,057: INFO start_polling-358 Start polling.
2023-01-31 20:37:33,086: INFO stop_polling-433 Stop polling...
2023-01-31 20:37:33,086: WARNING start_polling-329 Goodbye!
